Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
357;Ngodwana;Kwazulu-Natal;Pinus;patula;seedlings;D;N;;;;;;S. sapinea
358;Jessievale;;Pinus;patula;branches, main stem;D;F;;;;;;S. sapinea
359;Jessievale;;Pinus;patula;foliage;D;F;;;;;;S. sapinea
360;;;Eucalyptus;smithii;;D;F;;;;;;Alternaria
361;;;Pinus;;;D;F;;;;;;Fusarium sp.
362;klipkraal-Lothair;;pinus ;patula;seedlings;D;N;;;;;;Fusarium sp.
363;Richmond nursery;;Acacia;mearnsii;seedlings;D;N;;;;;;Fusarium sp.
364;Weza Plantation;;Pinus;patula;soil, seedling;D;N;;;;;;F. oxy
365;;;Eucalyptus;;;D;F;;;;;;inconclusive
366;Port Durnfordt;;Eucalyptus;;;A;F;;;;;;inconclusive
367;;;Eucalyptus;;cuttings;D;F;;;;;;B. dothidea
368;;;;GC513;;D;F;;;;;;B. dothidea
369;;;;GC550;;D;F;;;;;;Psuedophaeolus, Bot
370;Longridge;;Pinus;technimannii;;D;F;;;;;;inconclusive
371;Chillingly estate;;Pinus;patula;leaves, main stem, roots;D;F;;;;;;saprophytes
372;Sabie;;Pinus;technimannii;leaves, stem,rootts,soil,stumpd;D;F;;;;;;Armillaria spp.
373;;;;;soil;A;F;;;;;;saprophytes
374;Klipkraal;;Pinus;patula;seeds;D;N;;;;;;Fusarium sp.
375;Klipkraal;;Pinus;elliotii;seeds;D;N;;;;;;Fusarium sp.
376;;;Pinus;patula;seedlings;D;N;;;;;;F. oxy
377;;;Pinus;patula;seedlings;D;N;;;;;;F. oxy
378;;;;;hedges;D;N;;;;;;S. sapinea
379;Glenbain;;Eucalyptus;dunnii;stem, roots;D;F;;;;;;Bot.
380;;;Pinus;;;D;F;;;;;;inconclusive
381;;;Olive;;stem,roots,soil;D;N;;;;;;Fusarium solani
382;Norma Nursery;Tzaneen;Pinus;patula;seedlings;D;N;;;;;;Fusarium & nematodes
383;Babanango Estate;;Eucalyptus;;leaves;D;F;;;;;;P. eucalypti
384;Ngodwana;Kwazulu-Natal;pinus;patula;seedlings;D;N;;;;;;Alternaria sp. & phomopsis sp.
385;Sutton;;Eucalyptus;grandis;foliage;D;F;;;;;;P. eucalypti
386;;;Pinus;patula;seedlings;D;N;;;;;;F. oxy
387;Normandien estate newcastle;;Eucalyptus;nitens;stem;d;F;;;;;;Coniothyrium zuluense
388;Umtata;Kwazulu-Natal;Pinus;patula;cuttings;D;F;;;;;;S. sapinea
389;Franfurt nursery;;Pinus;patula;roots,stem, soil;D;N;;;;;;S. sapinea
390;Welgeboom plantation;;Pinus;elliotii;roots,stem;D;N;;;;;;Armillaria sp.
391;Ncalu estate-Creighton;;Pinus;patula;soil,stem,roots;D;F;;;;;;inconclusive
392;Ugie;;Eucalyptus;;;D;F;;;;;;S. sapinea
393;Sottsville;;Eucalyptus;;cuttings;D;N;;;;;;saprophytes
394;Greytown;;Pinus ;taeda;cuttings;D;F;;;;;;S. sapinea
395;Greytown;;Acacia;;;D;F;;;;;;saprophytes
396;;;Acacia;mearnsii;;D;F;;;;;;C. albifundus
397;;;Acacia;mearnsii;;D;F;;;;;;C. albifundus
398;;;Pinus;elliotii;;D;N;;;;;;S. sapinea
399;;Tzaneen;Pinus;patula;seedling;D;N;;;;;;F. oxy
400;;;Eucalyptus;;;D;F;;;;;;Mycospaerella
401;;;Acacia;mearnsii;seedlings;D;F;;;;;;too dry
402;Sabie;;Pinus;technimannii;root,stem;D;F;;;;;;Armillaria
403;Greytown;;Pinus;;seedlings;D;N;;;;;;Fusarium
404;Lothair;;Pinus;radiata;cuttings;D;F;;;;;;Cylindrocladium sp.
405;Lothair;;Pinus;radiata;cuttings;D;F;;;;;;F. oxy
406;Lothair;;Pinus;radiata;cuttings;D;F;;;;;;F. oxy
407;;;;GC;leaf;D;N;;;;;;inconclusive
408;;;;;cuttings;D;N;;;;;;pestalotiopsis, Bot, Alternaria, trichoderma
409;;;;;water;D;N;;;;;;Fusarium
410;;;;;water;D;N;;;;;;Pestalotiopsis & Epicoccum
411;;;;;water;D;N;;;;;;Pestalotiopsis
412;;;;;water;A;N;;;;;;saprophytes
413;SABIE;;;;tissue culture contaminants;D;F;;;;;;bacteria
414;Bulwer;;Pinus;patula;seedlings, growth media, seed;D;N;;;;;;FSP
415;Mountain home nursery;;Eucalyptus;;;D;N;;;;;;powdery mildew
416;Vryheid;;;GU;;D;F;;;;;;Bot. sp., mycosphaerella and cytospora
417;;;Acacia;mearnsii;;D;F;;;;;;fusarium sp. and bot. sp.
418;Normandien;;Eucalyptus;dunnii;;D;F;;;;;;cytospora
419;;;Pinus;elliottii;;D;F;;;;;;phytophthora
420;Longridge Estate;;Acacia;mearnsii;;D;F;;;;;;bot and fusarium sp.
421;;;Pinus;patula;seedlings;D;N;;;;;;F. oxysporum and F. subglutinans
422;Tweefontein;;Pinus;patula;soil,seedling,stem,roots;D;N;;;;;;FSP
423;;;Pinus;patula;seedlings;D;N;;;;;;F. oxysporum and F. subglutinans
424;Tweefontein;;Pinus;patula;seedlings;D;N;;;;;;FSP
425;Tweefontein;;Pinus;greggii;seedlings;D;N;;;;;;FSP
426;Pinewoods;;Pinus;patula;seedlings;D;N;;;;;;saprophtyes
427;;;Rhus;;;D;N;;;;;;Phomas sp.
428;;;Opiedoring;;;D;N;;;;;;fusarium spp.
429;;;;GN107 CTG;;D;F;;;;;;inconclusive
430;Belfast;;Pinus;greggii;seedling;D;F;;;;;;FSP
431;Kwambonambi;Kwazulu-Natal;;TAG87;foliage;D;F;;;;;;bacterial sp.
432;;;Eucalyptus;grandis;;D;F;;;;;;bacterial sp.
433;Weza;;Pinus;patula;soil, seedling;D;N;;;;;;FSP
434;New Scotland plantation;;Pinus;patula;seedlings;D;N;;;;;;F. oxysporum 
435;Ixopo;;Eucalyptus;smithii;stem,roots,foliage;D;F;;;;;;non-sporulating fungus
436;Tweefontein;;Pinus;EC;seedling;D;N;;;;;;insects
437;Tweefontein;;Pinus;elliottii;seedling;D;N;;;;;;F. oxysporum and FSP
438;Tweefontein;;Pinus;patula;seedling;D;N;;;;;;F. oxysporum and FSP
439;;;;;growth media samples;A;F;;;;;;saprophytes
440;;;Eucalyptus;;seedling;D;N;;;;;;inconclusive
441;;;Trachicarpus;;;D;F;;;;;;root nematodes and fusarium sp.
442;Port Edward;Kwazulu-Natal;Eucalyptus;GC;foliage;D;F;;;;;;bacterial sp.
443;Paulpietersburg;;Acacia;mearnsii;;D;F;;;;;;Phytophthora
444;;;Eucalyptus;;;D;F;;;;;;Phytophthora
445;Longridge Estate;;Acacia;mearnsii;;D;F;;;;;;Bot. sp. and phytophthora sp.
446;Commondale;;Acacia;mearnsii;;D;F;;;;;;Bot. sp. and phytophthora sp.
447;;;Eucalyptus;GL, GN, GNU, CL,grandis,saligna,GU;foliage,stem;D;F;;;;;;Phaesepotoria eucalyptii
448;Kwambonambi;Kwazulu-Natal;Eucalyptus;grandis;;D;F;;;;;;sporothrix eucalypti
449;;;Eucalyptus;grandis;cuttings;D;F;;;;;;cylindrocladium sp. and botrytis cinerea
450;;;Pinus;patula;cuttings;D;N;;;;;;F. oxysporum and F. subglutinana
451;;;Eucalyptus;;foliage;D;N;;;;;;cylindrocladium sp. and botrytis 
452;Richmond nursery;;Eucalyptus;dunnii;seedling;A;N;;;;;;inconclusive
453;Richmond nursery;;Pinus;elliottii;seedling;A;N;;;;;;F. poliferum
454;Wilgeboom;;Pinus;patula;hedges;D;F;;;;;;S. sapinea
455;Bergvliet;;Pinus;caribea x elliottii;hedges;D;F;;;;;;Fusarium sp.
456;Fankfort;;Pinus;;hedges;D;F;;;;;;Fusarium sp.
457;Witwater;;;;bark samples;D;F;;;;;;Fusarium sp.
458;Greytown;;Eucalyptus;nitens;;D;F;;;;;;Mycosphaerella sp.
459;PMB;;Eucalyptus;grandis;leaf,twig;D;F;;;;;;Mycosphaerella sp.
460;South Wood nusery;;Eucalyptus;GN;cuttings;D;N;;;;;;Cylindrocladium sp.
461;Oshoek road;;Eucalyptus;nitens;coppice;D;F;;;;;;B. dothidea
462;;;Eucalyptus;nitens;leaves;D;F;;;;;;Mycospaerella
463;;;Eucalyptus;grandis;leaves;D;F;;;;;;Mycospaerella sp. and P. eucalyptii
464;;;Eucalyptus;nitens;leaves, tree top;D;F;;;;;;Mycosphaerella sp.
465;;;Eucalyptus;;leaves,twigs;D;F;;;;;;bacterial sp.
466;Harding;;Eucalyptus;grandis;stems, roots,leavestwigs;D;F;;;;;;insects
467;Harding;;Acacia;mearnsii;stems;D;F;;;;;;saprophytes
468;Northingham road;;Platanus;sp;stems, twigs;D;F;;;;;;inconclusive
469;;;Pisolithus ;tinctorius;mushroom;A;F;;;;;;Pisolithus tinctorius
470;;Kwazulu-Natal;Eucalyptus;macarthrii;stems,leaves,twigs;D;F;;;;;;B. dothidea
471;Tilburyu Estate;Zimbabwe;;GU21;leaves;D;F;;;;;;sooty mould
472;;;Eucalyptus;;cutting;A;F;;;;;;saprophytes
473;Rattray Estate;;;GC;stem;D;F;;;;;;B. dothidea
474;Rattray Estate;;;GC;stem;D;F;;;;;;B. dothidea
475;Ugie;Kwazulu-Natal;Cypress;;twig;D;F;;;;;;cyprus aphid
476;Lois Trichardt;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
477;Citimba;;Pinus;patula;seedlinggs;D;N;;;;;;F. subglutinans
478;Beaufort West;;olives;;;D;F;;;;;;Botrytis, Cladosporium, Epicoccum, alternaria
479;Dukuduku;;Pinus;EC;seedlings;D;N;;;;;;S. sapinea
480;Dukuduku;;Pinus;elliottii;hedge bank;D;N;;;;;;inconclusive
481;Shaw research centre;Kwazulu-Natal;Pinus;patula;soil,stem,roots,foliage,seedling;D;N;;;;;;S. sapinea
482;;;Eucalyptus;grandis;stems;D;F;;;;;;saprophytes
483;CTC;;Eucalyptus;dunnii;foliage;D;F;;;;;;inconclusive
484;;;Pinus;patula;soil,seedling,water;D;N;;;;;;F. oxysporum
485;Dukuduku;;Pinus;elliottii;grafts;D;N;;;;;;S. sapinea
486;Mooi Rivier;;Eucalyptus;nitens;stem,foliage,roots;A;F;;;;;;Mycosphaerella
487;Vryheid;Kwazulu-Natal;Acacia;mearnsii;;D;F;;;;;;insects
488;;;Eucalyptus;saligna;;D;F;;;;;;bacterium
489;;Swaziland;Eucalyptus;;leaves;D;F;;;;;;bacterium
490;Tweefontein;;Pinus;greggii;seedlings;D;N;;;;;;F. subglutinans
491;Ixopo;Kwazulu-Natal;Pinus;;seedlings;D;N;;;;;;F. subglutinans
492;Vryheid;;Acacia;mearnsii;branches,growth tips;D;F;;;;;;B. dothidea
493;Louwsburg;;Eucalyptus;grandis;leaves;D;F;;;;;;bactrerial blight
494;Sarnia plantation;;Pinus;;seedlinds;D;N;;;;;;saprophytes
495;;;Pinus;tadea;;D;N;;;;;;S. sapinea
496;;;Pinus;patula;;D;N;;;;;;S. sapinea
497;;;;H31/14453;cuttings;D;F;;;;;;Cylindrocladium sp.
498;;;Eucalyptus;camadulensis;;D;F;;;;;;Phtyophtora sp.
499;;;Eucalyptus;dunnii;;D;F;;;;;;Phtyophtora sp.
500;Mtubutuba;;Pinus;EC;stems;D;F;;;;;;S. sapinea
501;Tweefontein;;Pinus;EC;single tree;D;F;;;;;;S. sapinea
502;Dukuduku;Kwazulu-Natal;;;;A;F;;;;;;Pythium sp.
503;Piggs Peak;Swaziland;Eucalyptus;;;D;F;;;;;;P. cinnamomi
504;;;Eucalyptus;clone;stem,roots;D;F;;;;;;B. dothidea
505;;;;GC121;;D;F;;;;;;B. dothidea
506;;;;TAG735;;A;F;;;;;;B. dothidea
507;;;Eucalyptus;grandis;;D;F;;;;;;bacterial blight
508;King Williams Town;Kwazulu-Natal;;;wood;D;F;;;;;;Geotrichum sp.
509;Commondale;Mpumalanga;Acacia;mearnsii;;D;f;;;;;;catepillar
510;;;;;wood;D;F;;;;;;Botrytis sp.
511;;;Phylica;;;D;F;;;;;;Cryptosporiopsis and Acremonium
512;Vryheid;;Acacia;mearnsii;;D;F;;;;;;B. dothidea
513;Richards Bay;PE;Pinus veneer;;;D;F;;;;;;saprophytes
514;PMB;;;;;D;;;;;;;Bacterial wilt 
515;Normandien;;Eucalyptus;dunnii;;D;;;;;;;Cytospora
516;Vryheid;;Acacia;mearnsii;;D;;;;;;;bot and fusarium sp
517;Luneburg;;Acacia;mearnsii;;D;;;;;;;bot and fusarium sp
518;Piet Retief;;Pinus;elliottii;;D;;;;;;;oomycetes
519;Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
520;Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
521;Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
522;Klipkraal nursery;;Pinus;patula;seedlings;A;N;;;;;;F. subglutinans
523;Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
524;Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
525;;;;TAG79;foliage;D;F;;;;;;Pantoea sp. 
526;;;;GN107;foliage;D;F;;;;;;Pantoea sp. 
527;Spitskop plantation;;Pinus;patula;stem;D;F;;;;;;S. sapinea
528;;;Acacia;mearnsii;seedlings;D;N;;;;;;saprophytes
529;Melmoth;;Eucalyptus;;foliage;D;F;;;;;;Pantoea sp. and P. eucalyptii
530;Mlhabanyatsi;Swaziland;Pinus;taeda;seedlings;D;N;;;;;;F. subglutinans
531;Mlhabanyatsi;Swaziland;Pinus;patula;grafts;D;F;;;;;;S. sapinea
532;Mlhabanyatsi;Swaziland;Pinus;patula;;D;F;;;;;;F. suibglutinans
533;Mlhabanyatsi;Swaziland;Pinus;elliottii x caribaea;;D;F;;;;;;F. subglutinans
534;Kwambonambi;Kwazulu-Natal;;ECH 003,017,007;roots;D;F;;;;;;F. subglutinans
535;Kwambonambi;Kwazulu-Natal;;ECH;hedges;D;F;;;;;;S. sapinea
536;Ngodwana;Kwazulu-Natal;Pinus;;foliage,stem,roots;D;F;;;;;;fusarium
537;Driekop plantation;;Hylastes;;insects;D;F;;;;;;fusarium
538;Klipkraal nursery;Kwazulu-Natal;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
539;Kranskop;;Acacia;mearnsii;tree;D;F;;;;;;Bot. sp.
540;Kiepersol;;Macadamiun nut;;twigs;D;F;;;;;;Alternaria sp., Restolotiopsis sp., Botrysphaeria sp.
541;Melmoth;;Eucalyptus;;foliage;D;F;;;;;;Kiramyces destructans
542;Commondale;Kwazulu-Natal;Acacia;mearnsii;stem, foliage;d;F;;;;;;Bot. 
543;Klipkraal nursery;Kwazulu-Natal;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
544;Underberg;;Platanus;;soil,roots;D;F;;;;;;Pythium sp.
545;Ixopo plantation;;Eucalyptus;grandis;foliage,stem;D;F;;;;;;Bacteria
546;Ixopo plantation;;Eucalyptus;smithii;stem,roots,foliage;D;F;;;;;;Bacteria
547;Ngodwana;Kwazulu-Natal;Eucalyptus;macarthurii;roots;D;F;;;;;;Pythium sp., B. dothidea
548;Shafton;Kwazulu-Natal;Eucalyptus;grandis;foliage;D;F;;;;;;Bacteria
549;Kwambonambi;Kwazulu-Natal;Eucalyptus;;stems, roots;D;F;;;;;;Pythium sp., B. dothidea
550;Kwambonambi;Kwazulu-Natal;Eucalyptus;GU26, 256;stems,twigs;D;F;;;;;;B. dothidea
551;Sabie;Kwazulu-Natal;Pinus;patula;cuttings, growth media;D;F;;;;;;Fusarium sp.
552;Sabie;Kwazulu-Natal;Eucalyptus;;hedges;D;F;;;;;;Cylindrocladium, Nectria sp.
553;Sabie;Kwazulu-Natal;Pinus;;cuttings;D;F;;;;;;F. sub
554;;;Eucalyptus;smithii;stems, roots;D;F;;;;;;P. cinnamomi, B. dothidea
555;;;Acacia;mearnsii;stems;D;F;;;;;;Botryosphearia, C. albifundus
556;Melmoth;;Eucalyptus;;stem,roots,foliage;A;F;;;;;;Phytophtora
557;Barberton;;Pinus;taeda;twigs;D;F;;;;;;S. sapinea
558;Umhlanga rocks;;Pinus;patula;seedlings;D;N;;;;;;F. sub
559;Kwambonambi;Kwazulu-Natal;Eucalyptus;;twigs;D;F;;;;;;S. eucalyptii
560;Ngodwana;Kwazulu-Natal;Eucalyptus;nitens;seedlings;D;N;;;;;;C. gloeosporoides
561;Ngodwana;Kwazulu-Natal;Eucalyptus;nitens;seedlings;D;N;;;;;;C. gloeosporoides
562;Ngodwana;Kwazulu-Natal;Eucalyptus;nitens;seedlings;D;N;;;;;;C. gloeosporoides
563;;;Eucalyptus;nitens;stems,roots,seedling;D;N;;;;;;Mycospharella
564;Piet retief;;Pinus;greggii;seedling;D;N;;;;;;Fusarium sp.
565;Piet retief;;Pinus;patula;seedling;D;N;;;;;;Alternaria
566;Vryheid;;Pinus;elliottii & patula;seedling;D;N;;;;;;F. cir
567;Glenbain plantation;Kwazulu-Natal;Eucalyptus;grandis;stem,roots,seedling;D;F;;;;;;Botryotis
568;Kwambonambi;Kwazulu-Natal;;GN;roots;D;F;;;;;;B. dothidea
569;Kwambonambi;Kwazulu-Natal;;TAG637;bark;A;F;;;;;;B. dothidea
570;Safcol cape nursery;;Pinus;radiata;seedling;D;N;;;;;;F. cir
571;;;Fern;;soil;D;F;;;;;;P. irregulare
572;Lilydale;;Eucalyptus;nitens;seedlings;D;N;;;;;;C. gleosporoides, Glomerella sp.
573;Dargle;;Pinus;patula;seedling;D;N;;;;;;saprophytes
574;Ixopo;Kwazulu-Natal;Pinus;patula;seedlings;D;N;;;;;;F. cir
575;;;Pinus;greggii;seedlings;D;N;;;;;;Fusarium sp.
576;;;Pinus;PG;seedlings;D;F;;;;;;Fusarium sp.
577;De Kaap;;Eucalyptus;;;D;F;;;;;;B. dothidea
578;Safcol cape nursery;;Pinus;radiata;seedling;D;N;;;;;;red spider mite
579;;;poplar;;soil,;D;F;;;;;;P. nucotianae
580;;;Pinus;patula;insects;A;F;;;;;;Astylus
581;Iswepe;Kwazulu-Natal;Acacia;deccurens;stem,roots,foliage;A;F;;;;;;termites
582;Hlelo plantation;;Eucalyptus;macarthurii;stem,roots;D;F;;;;;;Phytophthora sp.
583;;;Pinus;;seedlings;D;N;;;;;;Fusarium sp
584;;;Pinus;;seed;D;N;;;;;;Fusarium sp.
585;Piet retief;;Pinus;elliottii;seedlings;D;N;;;;;;Fusarium sp.
586;Piet retief;;Pinus;PE;cuttings;D;N;;;;;;Fusarium sp.
587;;;Acacia;mearnsii;;D;F;;;;;;B. dothidea
588;;;Pinus;;seedlings;D;N;;;;;;Fusarium sp.
589;Black umfolozi district;Kwazulu-Natal;Eucalyptus;nitens;stem;D;F;;;;;;Pantoea
590;Ngodwana;Kwazulu-Natal;Pinus;patula;soil,roots,foliage;D;N;;;;;;Fusarium sp.
591;Ngodwana;Kwazulu-Natal;Pinus;patula;soil,stems,roots,leaves;D;N;;;;;;Fusarium sp.
592;Ngodwana;Kwazulu-Natal;Pinus;patula;soil,stems,roots,leaves;D;N;;;;;;Fusarium sp.
593;Longridge estae;Kwazulu-Natal;Eucalyptus;nitens;foliage;D;F;;;;;;Mycosphearella sp.
594;Edenvale;Gauteng;Protea;;seedling;D;F;;;;;;Collectotrichium sp., Drechsler sp.
595;Kwambonambi;Kwazulu-Natal;;GU (W1604);hegdes;D;F;;;;;;B. dothidea
596;Kwambonambi;Kwazulu-Natal;;GU (W962);hedges;D;F;;;;;;B. dothidea
597;Greytown;;Acacia;mearnsii;seedling,soil;D;N;;;;;;Cylindrocladium sp.
598;Taurus plntation baberton;;Pinus;patula;;D;F;;;;;;phytopthora, pytthium
599;Scottsville;Kwazulu-Natal;Pinus;patula;cuttings, seedlings;D;N;;;;;;Fusarium, pestaltiopsis
600;Tzaneen;;Pinus;;pallet;D;F;;;;;;Trichoderma spp.
601;;;Eucalyptus;grandis;shoots;D;F;;;;;;Pantoea sp.
602;;;;GN;stem,roots,soil;D;F;;;;;;Fusarium, Phytophthora sp., Pythium irregulare
603;;;;B117 grandis;leaf;D;F;;;;;;Pantoea sp.
604;;;Pinus;patula;seedlings;D;N;;;;;;Fusarium sp.
605;;;Eucalyptus;saligna & grandis;soil, collar,stems;D;F;;;;;;Pythium, Phytophthora, Botryosphearia sp.
606;Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
607;Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
608;Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
609;Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
610;Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
611;Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;Pythium sp.
612;Loius Trichardt;;Pinus;elliotii;needles;D;F;;;;;;Pythium sp.
613;Kwambonambi;Kwazulu-Natal;GU610;;stem,foliage;D;F;;;;;;Pantoea sp., Phaeophleopspora sp.
614;DWAF;Kwazulu-Natal;Pinus;patula;seedlings, soil, tray;D;N;;;;;;Fusarium sp.
615;Sjonajona;;Pinus;patula;seedlings;D;N;;;;;;Fusarium sp.
616;Ndubazi;;Pinus;ellitti, patula & greggii;trees;D;F;;;;;;Fusarium sp.
617;dukuduku;Kwazulu-Natal;Pinus;PC;hedges;D;F;;;;;;Fusarium sp., Pessoides
618;Roodeplaat;Gauteng;;geranium;roots;D;F;;;;;;F. oxy, F. oxysporum var. redolens
619;A Taylor Nuersery;;;;planting stem;D;N;;;;;;F. oxy
620;A Taylor Tilley Block;;;;stem, roots;D;N;;;;;;F. oxy
621;C Newby;;;;;A;N;;;;;;Pestalotiopsis sp.
622;Donny Brook;;;TAG7;stem;D;F;;;;;;Pantoea sp.
623;Kwambonambi;Kwazulu-Natal;;TAG524;foliage,stem;D;N;;;;;;Pantoea sp, Phaeophleopsis sp., Mycosphaerella sp.
624;Iswepe;Kwazulu-Natal;Eucalyptus;elata;soil,roots;D;F;;;;;;Phytophthora sp.
625;Iswepe;Kwazulu-Natal;Eucalyptus;fastigata;soil,roots;D;F;;;;;;Pythium sp.
626;Nyalasi;Kwazulu-Natal;;G505;foliage,stem;D;F;;;;;;Botryosphaeria sp.
627;Teza;Kwazulu-Natal;;GC505;foliage,stem;D;F;;;;;;Pantoea sp. and Mycosphaerella sp.
628;Derby Erasmus Farm;;;GN;soil,roots;D;F;;;;;;Pythium sp.
629;Umfuluzame;Kwazulu-Natal;;TAG;leaves, stems;D;F;;;;;;Pantoea sp.
630;Umfuluzame;Kwazulu-Natal;;TAG79;leaves, stems;D;F;;;;;;Pantoea sp.
631;Umfuluzame;Kwazulu-Natal;;GU610;leaves, stems;D;F;;;;;;Pantoea sp.
632;;;Pinus;patula;;D;N;;;;;;F. sub
633;Fountains nursery;;;GN121;stem,leaves;D;N;;;;;;Botryosphaeria sp.
634;Berlin plantation;;Pinus;taeda;foliage;D;F;;;;;;black pine aphids
635;Usuthu;Kwazulu-Natal;Pinus;;stem;D;F;;;;;;S sapinea
636;Lenjani;;Acacia;deccurens;stems;D;F;;;;;;Botryosphaeria sp.
637;;;;NB60003;stems, leaves;D;F;;;;;;Bostryospheria sp.
638;;;;TAG936;stems, leaves;D;F;;;;;;Pantoea sp.
639;;;;TAG676;stems, leaves;D;F;;;;;;Pantoea sp.
640;Kluitiskraal;;Pinus;radiata;roots;D;F;;;;;;insects and S. sapinea
641;zululand;Kwazulu-Natal;;GU (W1022);Soil,leaves,stem,roots;D;F;;;;;;Pantoea sp. and Botryosphaeria
642;;;Pinus;patula;cuttings;D;N;;;;;;Fusarium sp.
643;Ngodwana;Kwazulu-Natal;Pinus;patula;cuttings;D;N;;;;;;Fuarium sp.
644;Ngodwana;Kwazulu-Natal;Pinus;patula;cuttings;D;N;;;;;;Fusaruim and Sphaeropsis
645;Ngodwana;Kwazulu-Natal;Pinus;patula;cuttings;A;N;;;;;;-
646;;;Eucalyptus;macarthurii;seedlings;D;N;;;;;;pythium sp., Fusarium sp.
647;Ngodwana;Kwazulu-Natal;Pinus;;stems,roots;D;F;;;;;;s. sapinea
648;Ngodwana;Kwazulu-Natal;Pinus;;stems,roots,needles;D;F;;;;;;pythium sp.
649;Ngodwana;Kwazulu-Natal;Pinus;;stems,twigs,needles;A;F;;;;;;-
650;;;Pinus;;stem,foliage,roots;A;F;;;;;;saprophytes
651;Ngodwana;Kwazulu-Natal;Pinus;patula;seedling;D;N;;;;;;F. sub
652;;;mango flowers;;;D;F;;;;;;F. sub
653;Highflats plantation;;Eucalyptus;grandis;stem,foliage;D;F;;;;;;Mycosphearella sp., Cylindrocladium sp.
654;Mountain home nursery;;;GN121;cuttings;D;N;;;;;;colletotrichium
655;;;Pinus;patula;seedlings;D;N;;;;;;Fusarium sp.
656;;;Pinus;patula;seedlings;D;N;;;;;;Fusarium sp.
657;Commondale;Kwazulu-Natal;Acacia;mearnsii;stem,foliage;D;F;;;;;;Fusarium sp., Phytophthora, pyhtium
658;;;Pinus;patula;grafts;D;F;;;;;;F. sub
659;;;Acacia;mearnsii;soil,stems,roots,leaves,twigs;D;F;;;;;;Phytophthora
660;;;Acacia;mearnsii;stem;D;F;;;;;;Fusarium sp., pythium sp., phytophthora sp.
661;;;;White stinkhout tree;;D;F;;;;;;Phytophthora sp.
662;Ngodwana;Kwazulu-Natal;Pinus;patula;roots,stems;D;F;;;;;;F. sub
663;;;;geranium;stem,roots;D;F;;;;;;F. oxy
664;;;waterbessie;;flowers,stem;D;F;;;;;;Fusarium
665;;;Eucalyptus;dunnii;seedlings;D;N;;;;;;Fusarium
666;;;Protea;;;D;F;;;;;;Fusarium sp., Collectrichium, Drechsler sp.
667;Rosenhaugh;Kwazulu-Natal;Pinus;patula;Fungus and fruting body on bark;D;F;;;;;;Rhizinia undulata
668;Howick;Kwazulu-Natal;Pinus;;moths;D;F;;;;;;Imbrasia cytherea
669;Shaw Reseaerch centre;;Pinus;;shoots,cones;D;F;;;;;;S. sapinea, Pestaltiopsis sp.
670;Shaw Reseaerch centre;;Pinus;;shoots,cones;D;F;;;;;;Penicillium, Pestalioopsis
671;Shaw Reseaerch centre;;Pinus;;shoots,cones;D;F;;;;;;penicillium, Pestalioopsis, Phomopsis
672;;;Acacia;mearnsii;seedling;D;N;;;;;;Fusarium sp.
673;;;Eucalyptus;GN071 & GGT;cuutings;D;N;;;;;;Cylindrocladium
674;;;Acacia;dealbata;seedling;D;N;;;;;;Bot. sp.
675;Kwambonambi;Kwazulu-Natal;;GU180;leaves,cuttings;D;F;;;;;;Mycosphaerella, Bot.
676;Kruisfontein;;Pinus;;logs;D;F;;;;;;S. sapinea
677;Lenjane;Vryheid;Acacia;mearnsii;stems;D;F;;;;;;Bot. sp.
678;Biotech lab-safcol;;;;culture vessel;D;F;;;;;;Mucor sp., Penicillium sp.
679;glenthorpe plantation;Kwazulu-Natal;Eucalyptus;grandis;roots;D;F;;;;;;Phytophthora & Pythium
680;glenthorpe plantation;Kwazulu-Natal;;notsung;roots;D;F;;;;;;Botrytis sp.
681;;;;Pinus;soil,stems,leaves,seeedlings;D;N;;;;;;Fusarium spp.
682;Klipkraal;Kwazulu-Natal;Pinus;patula;seedlings;D;N;;;;;;F. cir
683;Kwambonambi;Kwazulu-Natal;;TAG53;seedling;D;N;;;;;;Mycospaerella, Pestalotia, Hainedssia
684;Kwambonambi;Kwazulu-Natal;;TAG31;seedling;D;N;;;;;;B. cinerea
685;;;;TAG31;cuttings;D;F;;;;;;B. cinerea, Alternaria, Mycosphaerella, Phomopsis
