Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
169;Wilgeboom;Bergplaas;Pinus;radiata;Seed;D;F;Die-back;Well developed,J-rooting,Dead;Discolorationn;Resin Exudation;Alive;Fusarium screening
170;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy;Discolorationn;Healthy;Alive;Fusarium screening
171;Elandshoogte;Comrie;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,Dead;Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Alive;Fusarium screening
172;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Alive;Alive;Fusarium screening
173;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Drycorch;Dead;Discolorationn;Healthy;Dead,Discoloration;Fusarium screening
174;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Healthyy;Discolorationn;Healthy;Alive;Fusarium screening
175;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Healthy;Healthyy;Discolorationn;Healthy;Wilted;Fusarium screening
176;Horse shoe flats;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Root:shoot ratio,Die-back;Few roots;Discolorationn;Discoloration;Wilted;Fusarium screening
177;SH2;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
178;Elandshoogte;Bergplaas;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed;Health;Healthy;Discoloration;Fusarium screening
179;klipkraal;Bergplaas;Pinus;taeda;Seed/Cuttings;D;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
180;klipkraal;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
181;Richmond;Bergplaas;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
182;Richmond;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
183;Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
184;Richmond;Epsom;Pinus;patula;Seed/Cuttings;A;F;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
185;Tzaneen;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Few roots,Dead;Discolorationn;Dead;Alive;Fusarium screening
186;Wilgeboom;Comrie;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio, Healthy;Few roots,Dead;Cambium,Discolorationn,Sapwood;Wilted;Alive;Fusarium screening
187;Wilgeboom;Luneburg school;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;J-rooting,Dead;Discolorationn;Dead;Alive;Screening forPhytophthora/Pythium
188;Howick;Kwazulu-Natal;Pinus;05;Seed/Cuttings;A;FNF;Healthy;Well developed,Dead;Discolorationn;Discoloration;Alive;Fusarium screening
189;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Dead;Discoloration,Outer bark,Cambium,Between outer and inner bark,Sapwood;Dead;Alive;Fusarium screening
190;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
191;Tzaneen;Evergreen;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Alive;Alive;Fusarium screening
192;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;A;F;Die-back;Dead;Dead;Dead;Dead;Fusarium screening
193;Ngodwana;Mpumalanga;Pinus;10;Seed/Cuttings;A;F;Die-back;Dead;Discolorationn;Discoloration;Dead;Fusarium screening
194;Tzaneen;Bergplaas;Pinus;patula;Seed/Cuttings;A;FNF;Root:shoot ratio;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
195;Lothair;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;F;Root:shoot ratio;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
196;Wilgeboom;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Cambium;Healthy;Alive;Fusarium screening
197;Springform;Kwazulu-Natal;Eucalyptu;grandi;Seed/Cuttings;D;FNF;Die-back,Drytunted,Drycorch;Well developed;Health;Healthy;Wilted;Fusarium screening
198;Riverdale;Kwazulu-Natal;Eucalyptu;taeda;Seed/Cuttings;A;FNF;Die-back;Well developed,Dead;Discolorationn;Healthy;Alive,Dead;Pythium andPhytophthora screening
199;Riverdale;Kwazulu-Natal;Eucalyptu;taeda;Seed/Cuttings;A;FNF;Die-back;Well developed,Dead;Discolorationn;Healthy;Alive,Dead;Pythium andPhytophthora screening
200;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Dead;Fusarium screening
201;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Die-back;Well developed,J-rooting,Dead;Discoloration,Outer bark,Cambium,Between outer and inner bark,Sapwood;Dead;Alive;Fusarium screening
202;Ngodwana;Mpumalanga;Pinus;patulax tecunumanii;Seed/Cuttings;A;FNF;Drytunted;Healthyy;Health;Healthy;Wilted;Fusarium screening
203;Pinewood;Bergplaas;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Dead;Health;Healthy;Alive;Fusarium screening
204;klipkraal;Comrie;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;No roots;Health;Healthy;Alive;Fusarium screening
205;klipkraal;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
206;klipkraal;Bergplaas;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
207;klipkraal;Kwazulu-Natal;Pinus;taeda;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
208;Pietermaritzburg;Western Cape;Eucalyptu;10;foliage;D;F;Root:shoot ratio;Well developed,J-rooting,Dead,  Plug boundd;Cambium,Discolorationn,Sapwood;Wilted;Alive;  Pestalotiopsis, graphium sp
209;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
210;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Die-back;Dead;Discolorationn;Alive;Alive;Fusarium screening
211;Camp;Comrie;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Healthyy;Health;Healthy;Dead;Fusarium screening
212;Panbult;Bergplaas;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
213;Kwambonambi;Bergplaas;Eucalyptu;patula;Seed/Cuttings;D;FNF;Die-back;Well developed;Health;Discoloration;Alive;9 isolates of Fusarium ciricnatum
214;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
215;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,J-rooting,Dead,  Plug boundd;Discolorationn;Alive;Alive;Fusarium screening
216;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
217;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
218;Ngodwana;Mpumalanga;Pinus;940;Seed/Cuttings;A;FNF;Die-back;Dead;Discolorationn;Canker,Kino/Gum/Resin Exudation;Alive;Fusarium screening
219;Ngodwana;Mpumalanga;Pinus;940;Seed/Cuttings;A;FNF;Die-back;Dead;Discolorationn;Discoloration;Alive;Fusarium screening
220;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
221;Ixopo;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
222;Ixopo;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
223;Ixopo;Kwazulu-Natal;Pinus;55;Soilsample;A;FNF;Die-back;Well developed,J-rooting,Dead, Plug boundd;Discolorationn;Cambium;Alive;Fusarium screening
224;Patensie;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Healthy;Fusarium screening
225;Patensie;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Healthy;Fusarium screening
226;Patensie;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Healthy;Fusarium screening
227;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Few roots;Discolorationn;Healthy;Alive;Fusarium screening
228;Highflats;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Discolorationn;Dead;Alive;Fusarium screening
229;klipkraal;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
230;Springbok Farms (PMP Sunshine);Comrie;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
231;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Discolorationn;Discoloration;Wilted;Fusarium screening
232;Ixopo;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,J-rooting,Dead,  Plug boundd;Health;Healthy;Alive;Fusarium screening
233;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy,Dead;Health;Healthy;Alive;Fusarium screening
234;Ngodwana;Mpumalanga;Pinus;dunni;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy,Dead;Health;Healthy;Alive;Fusarium screening
235;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
236;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
237;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
238;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
239;Scottsville;Comrie;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
240;Scottsville;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Healthyy;Health;Healthy;Alive;Fusarium screening
241;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Wilted,Dead;Fusarium screening
242;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
243;Tweedie;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;A;F;Healthy;Dead;Discolorationn;Discoloration;Wilted;Fusarium screening
244;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;A;F;Die-back;Well developed,Dead;Discolorationn;Discoloration;Alive,Wilted;Fusarium screening
245;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Dead;Fusarium screening
246;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
247;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
248;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Few roots,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium screening
249;Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Alive;Fusarium screening
250;Carolyn plantation Bulwer, Carolyn;Comrie;Eucalyptu;nitens;Leaves/Needles, Twigs/Branch, Seed, roots;D;F;Die-back;Dead,  Plug boundd;Discolorationn,Between outer and inner bark;Healthy;Alive;Xanthomonas sp
251;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Drytunted;Dead;Discolorationn;Discoloration;Dead;Fusarium screening
252;Howick;Kwazulu-Natal;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Drytunted;Dead;Discolorationn;Discoloration;Dead;Fusarium screening
253;Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Die-back;Dead;Discolorationn,Sapwood;Healthy;Alive;Fusarium screening
254;Howick;Kwazulu-Natal;Pinus;55;Seed/Cuttings;A;F;Drytunted;Dead;Discolorationn;Discoloration;Alive;Fusarium screening
255;Ngodwana;Mpumalanga;Pinus;55;Seed/Cuttings;A;FNF;Drycorch;Dead;Discolorationn;Discoloration;Alive;Fusarium screening
256;Ngodwana;Mpumalanga;Pinus;940;Seed/Cuttings;A;FNF;Drycorch;Well developed;Discolorationn;Discoloration;Alive;Fusarium screening
257;Ngodwana;Mpumalanga;Pinus;55;Seed/Cuttings;A;FNF;Drytunted;Well developed;Discolorationn;Discoloration;Alive;Fusarium screening
258;Highflats;Kwazulu-Natal;Pinus;940;Seed/Cuttings;A;FNF;Drycorch;Well developed;Discolorationn;Discoloration;Alive;Fusarium screening
259;klipkraal;Bergplaas;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Discoloration;Dead;Fusarium screening
260;White River;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Healthyy;Discolorationn;Discoloration;Wilted;Fusarium screening
261;Buffelsnek;Kwazulu-Natal;Pinus;radiata;Seed;D;F;Die-back;Well developed,J-rooting,Dead;Discolorationn;Resin Exudation;Alive;Fusarium screening
262;Howick;Kwazulu-Natal;Pinus;patulax oocarpa;Seed/Cuttings;D;FNF;Die-back;Dead;Discolorationn;Discoloration;Dead;Fusarium screening
263;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Die-back;Well developed,Dead;Health;Healthy;Alive;Fusarium screening
264;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,Dead;Discolorationn,Sapwood;Discoloration;Dead;Fusarium screening
265;Howick;Kwazulu-Natal;Pinus;55;Seed/Cuttings;D;FNF;Healthy;Dead;Dead;Discoloration;Dead;Fusarium screening
266;Howick;Kwazulu-Natal;Pinus;10;Seed/Cuttings;D;FNF;Die-back;Dead;Discolorationn;Discoloration;Dead;Fusarium screening
267;Scottsville;Western Cape;Eucalyptu;grandi;Seed/Cuttings;D;FNF;Die-back;Healthyy;Discolorationn;Discoloration;Dead;Pythium andPhytophthora screening
268;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Discolorationn;Discoloration,Sapwood;Dead;Fusarium screening
269;Howick;Kwazulu-Natal;Pinus;55;Seed/Cuttings;D;FNF;Root:shoot ratio;Well developed,Few roots,Dead;Discolorationn,Sapwood;Healthy;Healthy;Fusarium screening
270;KLF;Bergplaas;Pinus;dunni;Seed/Cuttings;D;FNF;Root:shoot ratio,Die-back;Few roots,Dead;Discolorationn;Healthy,Discoloration;Dead;Fusarium screening
271;Howick;Kwazulu-Natal;Pinus;10;Seed/Cuttings;D;FNF;Die-back;Healthyy,J-rooting;Health;Wilted,Die-back;Alive;Fusarium screening
272;Howick;Kwazulu-Natal;Pinus;10;Seed/Cuttings;D;FNF;Root:shoot ratio;Well developed,J-rooting;Health;Healthy;Alive;Fusarium screening
273;Howick;Kwazulu-Natal;Pinus;05;Seed/Cuttings;D;FNF;Die-back, Healthy;Few roots,Dead;Discolorationn;Discoloration;Wilted;Fusarium screening
274;Howick;Kwazulu-Natal;Pinus;55;Seed/Cuttings;D;FNF;Die-back;Dead;Discolorationn;Discoloration;Wilted;Fusarium screening
275;Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed;Health;Healthy;Alive;Fusarium screening
276;Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Well developed,Dead;Discolorationn;Healthy;Alive;Fusarium screening
277;Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Root:shoot ratio;Well developed,Dead;Discolorationn;Healthy;Alive;Fusarium screening
278;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
279;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Well developed;Discolorationn;Healthy;Alive,Wilted;Fusarium screening
280;White River;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Dead;Discolorationn;Alive;Alive;Fusarium screening
281;White River;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed;Discolorationn;Healthy;Alive;Fusarium screening
282;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
283;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;A;F;Healthy;Dead,Few roots;Discolorationn;Healthy;Alive;Fusarium screening
284;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
285;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
286;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Die-back;Well developed;Health;Healthy;Alive;Fusarium screening
287;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
288;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
289;Ixopo;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;D;FNF;Die-back;Dead;Discolorationn;Healthy;Alive;Fusarium screening
290;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
291;Elandshoogte;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Discoloration;Dead;Fusarium screening
292;Elandshoogte;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Alive;Alive;Fusarium screening
293;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
294;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
295;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;D;F;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
296;White River;Western Cape;Pinus;55;Soil;D;FNF;Die-back;Well developed,Dead;Discolorationn;Discoloration;Dead;Fusarium screening
297;Freestone;Kwazulu-Natal;Eucalyptu;nitens;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn;Healthy,Girdling;Alive;Fusarium ciricnatum
298;Wilgeboom;Bergplaas;Acacia;55;bark;D;FNF;Die-back;Well developed;Discolorationn,Fruiting bodies;Discoloration,Fruiting bodies;Dead;9 isolates of Fusarium ciricnatum
299;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
300;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,J-rooting;Discolorationn;Healthy,Discoloration;Alive;Fusarium screening
301;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
302;Highflats;Bergplaas;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF;Root:shoot ratio;J-rooting;Discolorationn,Outer bark;Healthy;Alive;Fusarium screening
303;Highflats;Bergplaas;Pinus;patulax tecunumanii;Seed/Cuttings;D;FNF F;Die-back;Dead;Discolorationn;Discoloration;Alive;Fusarium screening
304;Wilgeboom;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed;Health;Healthy;Alive;Fusarium screening
305;White River;Bergplaas;Rhus;940;Twigs/Branch,Leaves/Needles, Seed, roots;D;FNF;Die-back;Well developed;Discolorationn;Discoloration;Alive;Fusarium screening
306;Ngodwana;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Few roots;Discolorationn;Discoloration;Alive;Fusarium screening
307;Basiya Hilding Nursery;Kwazulu-Natal;Pinus;elliotti;Seed/Cuttings;A;FNF;Healthy;Dead;Discolorationn,Fruiting bodies;Discoloration;Wilted;Fusarium screening
308;Umtata;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Dead;Discolorationn;Discoloration;Dead;Fusarium screening
309;Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed;Health;Healthy;Dead;Fusarium screening
310;Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Die-back;Well developed,Dead;Health;Healthy;Dead;Fusarium screening
311;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
312;White River;Mpumalanga;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
313;Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Alive,Wilted;Fusarium screening
314;Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Alive,Wilted;Fusarium screening
315;Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Die-back;Well developed,Dead;Discolorationn,Sapwood;Healthy,Discoloration,Sapwood;Alive,Wilted;Fusarium screening
316;Sneezewood;Kwazulu-Natal;Pinus;patula;Soil;D;FNF;Die-back;Well developed,J-rooting,Dead,  Plug boundd;Discoloration,Outer bark,Cambium,Between outer and inner bark,Sapwood;Alive;Alive;Fusarium screening
317;Sneezewood;Kwazulu-Natal;Pinus;patula;Soil;D;FNF;Die-back;Well developed,J-rooting,Dead,  Plug boundd;Discoloration,Outer bark,Cambium,Between outer and inner bark,Sapwood;Alive;Alive;Fusarium screening
318;Sneezewood;Kwazulu-Natal;Pinus;patula;Soil;D;FNF;Root:shoot ratio;Well developed;Health;Healthy;Alive;Fusarium screening
319;Sneezewood;Bergplaas;Pinus;patula;Soil;D;FNF;Die-back;Well developed,J-rooting,Dead, Plug boundd;Discolorationn;Alive;Alive;Fusarium screening
320;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Few roots;Health;Healthy;Alive;Fusarium screening
321;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Few roots,Well developed;Health;Healthy;Alive;Fusarium screening
322;Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
323;Tzaneen;Limpopo;Pinus;patula;Seed/Cuttings;A;FNF;Well developed, Healthy;Discoloration;Discolorationn;Discoloration;Dead;Fusarium screening
324;White River;Western Cape;Pinus;patula;Hedge;D;F;Die-back;Well developed,J-rooting,Dead;Discolorationn;Discoloration;Alive;Fusarium screening
325;Honeydew;Comrie;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,J-rooting;Health;Healthy;Alive;Fusarium screening
326;Honeydew;Bergplaas;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,J-rooting;Health;Healthy;Alive;Fusarium screening
327;Honeydew;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed,J-rooting;Discolorationn;Healthy;Alive;Fusarium screening
328;Honeydew;Bergplaas;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed;Discolorationn;Healthy;Alive,Discoloration;Fusarium screening
329;Honeydew;Bergplaas;Pinus;patula;Seed/Cuttings;D;F;Die-back;Well developed;Discolorationn;Alive;Alive,Discoloration;Fusarium screening
