Location;Province;Genus;species/clone;type of sample;Asymptomatic/diseased;Nursery/Field;Roots;Root Collar;Stem;Growth tip;Needles/Leaves;results
;;;;hedges;D;N;;;;;;S. sapinea
Glenbain;;Eucalyptus;dunnii;stem, roots;D;F;;;;;;Bot.
;;Pinus;;;D;F;;;;;;inconclusive
;;Olive;;stem,roots,soil;D;N;;;;;;Fusarium solani
Norma Nursery;Tzaneen;Pinus;patula;seedlings;D;N;;;;;;Fusarium & nematodes
Babanango Estate;;Eucalyptus;;leaves;D;F;;;;;;P. eucalypti
Ngodwana;KwaZulu-Natal;pinus;patula;seedlings;D;N;;;;;;Alternaria sp. & phomopsis sp.
Sutton;;Eucalyptus;grandis;foliage;D;F;;;;;;P. eucalypti
;;Pinus;patula;seedlings;D;N;;;;;;F. oxy
Normandien estate newcastle;;Eucalyptus;nitens;stem;d;F;;;;;;Coniothyrium zuluense
Umtata;KwaZulu-Natal;Pinus;patula;cuttings;D;F;;;;;;S. sapinea
Franfurt nursery;;Pinus;patula;roots,stem, soil;D;N;;;;;;S. sapinea
Welgeboom plantation;;Pinus;elliotii;roots,stem;D;N;;;;;;Armillaria sp.
Ncalu estate-Creighton;;Pinus;patula;soil,stem,roots;D;F;;;;;;inconclusive
Ugie;;Eucalyptus;;;D;F;;;;;;S. sapinea
Sottsville;;Eucalyptus;;cuttings;D;N;;;;;;saprophytes
Greytown;;Pinus ;taeda;cuttings;D;F;;;;;;S. sapinea
Greytown;;Acacia;;;D;F;;;;;;saprophytes
;;Acacia;mearnsii;;D;F;;;;;;C. albifundus
;;Acacia;mearnsii;;D;F;;;;;;C. albifundus
;;Pinus;elliotii;;D;N;;;;;;S. sapinea
;Tzaneen;Pinus;patula;seedling;D;N;;;;;;F. oxy
;;Eucalyptus;;;D;F;;;;;;Mycospaerella
;;Acacia;mearnsii;seedlings;D;F;;;;;;too dry
Sabie;;Pinus;technimannii;root,stem;D;F;;;;;;Armillaria
Greytown;;Pinus;;seedlings;D;N;;;;;;Fusarium
Lothair;;Pinus;radiata;cuttings;D;F;;;;;;Cylindrocladium sp.
Lothair;;Pinus;radiata;cuttings;D;F;;;;;;F. oxy
Lothair;;Pinus;radiata;cuttings;D;F;;;;;;F. oxy
;;;GC;leaf;D;N;;;;;;inconclusive
;;;;cuttings;D;N;;;;;;pestalotiopsis, Bot, Alternaria, trichoderma
;;;;water;D;N;;;;;;Fusarium
;;;;water;D;N;;;;;;Pestalotiopsis & Epicoccum
;;;;water;D;N;;;;;;Pestalotiopsis
;;;;water;A;N;;;;;;saprophytes
SABIE;;;;tissue culture contaminants;D;F;;;;;;bacteria
Bulwer;;Pinus;patula;seedlings, growth media, seed;D;N;;;;;;FSP
Mountain home nursery;;Eucalyptus;;;D;N;;;;;;powdery mildew
Vryheid;;;GU;;D;F;;;;;;Bot. sp., mycosphaerella and cytospora
;;Acacia;mearnsii;;D;F;;;;;;fusarium sp. and bot. sp.
Normandien;;Eucalyptus;dunnii;;D;F;;;;;;cytospora
;;Pinus;elliottii;;D;F;;;;;;phytophthora
Longridge Estate;;Acacia;mearnsii;;D;F;;;;;;bot and fusarium sp.
;;Pinus;patula;seedlings;D;N;;;;;;F. oxysporum and F. subglutinans
Tweefontein;;Pinus;patula;soil,seedling,stem,roots;D;N;;;;;;FSP
;;Pinus;patula;seedlings;D;N;;;;;;F. oxysporum and F. subglutinans
Tweefontein;;Pinus;patula;seedlings;D;N;;;;;;FSP
Tweefontein;;Pinus;greggii;seedlings;D;N;;;;;;FSP
Pinewoods;;Pinus;patula;seedlings;D;N;;;;;;saprophtyes
;;Rhus;;;D;N;;;;;;Phomas sp.
;;Opiedoring;;;D;N;;;;;;fusarium spp.
;;;GN107 CTG;;D;F;;;;;;inconclusive
Belfast;;Pinus;greggii;seedling;D;F;;;;;;FSP
Kwambonambi;KwaZulu-Natal;;TAG87;foliage;D;F;;;;;;bacterial sp.
;;Eucalyptus;grandis;;D;F;;;;;;bacterial sp.
Weza;;Pinus;patula;soil, seedling;D;N;;;;;;FSP
New Scotland plantation;;Pinus;patula;seedlings;D;N;;;;;;F. oxysporum 
Ixopo;;Eucalyptus;smithii;stem,roots,foliage;D;F;;;;;;non-sporulating fungus
Tweefontein;;Pinus;EC;seedling;D;N;;;;;;insects
Tweefontein;;Pinus;elliottii;seedling;D;N;;;;;;F. oxysporum and FSP
Tweefontein;;Pinus;patula;seedling;D;N;;;;;;F. oxysporum and FSP
;;;;growth media samples;A;F;;;;;;saprophytes
;;Eucalyptus;;seedling;D;N;;;;;;inconclusive
;;Trachicarpus;;;D;F;;;;;;root nematodes and fusarium sp.
Port Edward;KwaZulu-Natal;Eucalyptus;GC;foliage;D;F;;;;;;bacterial sp.
Paulpietersburg;;Acacia;mearnsii;;D;F;;;;;;Phytophthora
;;Eucalyptus;;;D;F;;;;;;Phytophthora
Longridge Estate;;Acacia;mearnsii;;D;F;;;;;;Bot. sp. and phytophthora sp.
Commondale;;Acacia;mearnsii;;D;F;;;;;;Bot. sp. and phytophthora sp.
;;Eucalyptus;GL, GN, GNU, CL,grandis,saligna,GU;foliage,stem;D;F;;;;;;Phaesepotoria eucalyptii
Kwambonambi;KwaZulu-Natal;Eucalyptus;grandis;;D;F;;;;;;sporothrix eucalypti
;;Eucalyptus;grandis;cuttings;D;F;;;;;;cylindrocladium sp. and botrytis cinerea
;;Pinus;patula;cuttings;D;N;;;;;;F. oxysporum and F. subglutinana
;;Eucalyptus;;foliage;D;N;;;;;;cylindrocladium sp. and botrytis 
Richmond nursery;;Eucalyptus;dunnii;seedling;A;N;;;;;;inconclusive
Richmond nursery;;Pinus;elliottii;seedling;A;N;;;;;;F. poliferum
Wilgeboom;;Pinus;patula;hedges;D;F;;;;;;S. sapinea
Bergvliet;;Pinus;caribea x elliottii;hedges;D;F;;;;;;Fusarium sp.
Fankfort;;Pinus;;hedges;D;F;;;;;;Fusarium sp.
Witwater;;;;bark samples;D;F;;;;;;Fusarium sp.
Greytown;;Eucalyptus;nitens;;D;F;;;;;;Mycosphaerella sp.
PMB;;Eucalyptus;grandis;leaf,twig;D;F;;;;;;Mycosphaerella sp.
South Wood nusery;;Eucalyptus;GN;cuttings;D;N;;;;;;Cylindrocladium sp.
Oshoek road;;Eucalyptus;nitens;coppice;D;F;;;;;;B. dothidea
;;Eucalyptus;nitens;leaves;D;F;;;;;;Mycospaerella
;;Eucalyptus;grandis;leaves;D;F;;;;;;Mycospaerella sp. and P. eucalyptii
;;Eucalyptus;nitens;leaves, tree top;D;F;;;;;;Mycosphaerella sp.
;;Eucalyptus;;leaves,twigs;D;F;;;;;;bacterial sp.
Harding;;Eucalyptus;grandis;stems, roots,leavestwigs;D;F;;;;;;insects
Harding;;Acacia;mearnsii;stems;D;F;;;;;;saprophytes
Northingham road;;Platanus;sp;stems, twigs;D;F;;;;;;inconclusive
;;Pisolithus ;tinctorius;mushroom;A;F;;;;;;Pisolithus tinctorius
;KwaZulu-Natal;Eucalyptus;macarthrii;stems,leaves,twigs;D;F;;;;;;B. dothidea
Tilburyu Estate;Zimbabwe;;GU21;leaves;D;F;;;;;;sooty mould
;;Eucalyptus;;cutting;A;F;;;;;;saprophytes
Rattray Estate;;;GC;stem;D;F;;;;;;B. dothidea
Rattray Estate;;;GC;stem;D;F;;;;;;B. dothidea
Ugie;KwaZulu-Natal;Cypress;;twig;D;F;;;;;;cyprus aphid
Lois Trichardt;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
Citimba;;Pinus;patula;seedlinggs;D;N;;;;;;F. subglutinans
Beaufort West;;olives;;;D;F;;;;;;Botrytis, Cladosporium, Epicoccum, alternaria
Dukuduku;;Pinus;EC;seedlings;D;N;;;;;;S. sapinea
Dukuduku;;Pinus;elliottii;hedge bank;D;N;;;;;;inconclusive
Shaw research centre;KwaZulu-Natal;Pinus;patula;soil,stem,roots,foliage,seedling;D;N;;;;;;S. sapinea
;;Eucalyptus;grandis;stems;D;F;;;;;;saprophytes
CTC;;Eucalyptus;dunnii;foliage;D;F;;;;;;inconclusive
;;Pinus;patula;soil,seedling,water;D;N;;;;;;F. oxysporum
Dukuduku;;Pinus;elliottii;grafts;D;N;;;;;;S. sapinea
Mooi Rivier;;Eucalyptus;nitens;stem,foliage,roots;A;F;;;;;;Mycosphaerella
Vryheid;KwaZulu-Natal;Acacia;mearnsii;;D;F;;;;;;insects
;;Eucalyptus;saligna;;D;F;;;;;;bacterium
;Swaziland;Eucalyptus;;leaves;D;F;;;;;;bacterium
Tweefontein;;Pinus;greggii;seedlings;D;N;;;;;;F. subglutinans
Ixopo;KwaZulu-Natal;Pinus;;seedlings;D;N;;;;;;F. subglutinans
Vryheid;;Acacia;mearnsii;branches,growth tips;D;F;;;;;;B. dothidea
Louwsburg;;Eucalyptus;grandis;leaves;D;F;;;;;;bactrerial blight
Sarnia plantation;;Pinus;;seedlinds;D;N;;;;;;saprophytes
;;Pinus;tadea;;D;N;;;;;;S. sapinea
;;Pinus;patula;;D;N;;;;;;S. sapinea
;;;H31/14453;cuttings;D;F;;;;;;Cylindrocladium sp.
;;Eucalyptus;camadulensis;;D;F;;;;;;Phtyophtora sp.
;;Eucalyptus;dunnii;;D;F;;;;;;Phtyophtora sp.
Mtubutuba;;Pinus;EC;stems;D;F;;;;;;S. sapinea
Tweefontein;;Pinus;EC;single tree;D;F;;;;;;S. sapinea
Dukuduku;KwaZulu-Natal;;;;A;F;;;;;;Pythium sp.
Piggs Peak;Swaziland;Eucalyptus;;;D;F;;;;;;P. cinnamomi
;;Eucalyptus;clone;stem,roots;D;F;;;;;;B. dothidea
;;;GC121;;D;F;;;;;;B. dothidea
;;;TAG735;;A;F;;;;;;B. dothidea
;;Eucalyptus;grandis;;D;F;;;;;;bacterial blight
King Williams Town;KwaZulu-Natal;;;wood;D;F;;;;;;Geotrichum sp.
Commondale;Mpumalanga;Acacia;mearnsii;;D;f;;;;;;catepillar
;;;;wood;D;F;;;;;;Botrytis sp.
;;Phylica;;;D;F;;;;;;Cryptosporiopsis and Acremonium
Vryheid;;Acacia;mearnsii;;D;F;;;;;;B. dothidea
Richards Bay;PE;Pinus veneer;;;D;F;;;;;;saprophytes
PMB;;;;;D;;;;;;;Bacterial wilt 
Normandien;;Eucalyptus;dunnii;;D;;;;;;;Cytospora
Vryheid;;Acacia;mearnsii;;D;;;;;;;bot and fusarium sp
Luneburg;;Acacia;mearnsii;;D;;;;;;;bot and fusarium sp
Piet Retief;;Pinus;elliottii;;D;;;;;;;oomycetes
Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
Klipkraal nursery;;Pinus;patula;seedlings;A;N;;;;;;F. subglutinans
Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
Klipkraal nursery;;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
;;;TAG79;foliage;D;F;;;;;;Pantoea sp. 
;;;GN107;foliage;D;F;;;;;;Pantoea sp. 
Spitskop plantation;;Pinus;patula;stem;D;F;;;;;;S. sapinea
;;Acacia;mearnsii;seedlings;D;N;;;;;;saprophytes
Melmoth;;Eucalyptus;;foliage;D;F;;;;;;Pantoea sp. and P. eucalyptii
Mlhabanyatsi;Swaziland;Pinus;taeda;seedlings;D;N;;;;;;F. subglutinans
Mlhabanyatsi;Swaziland;Pinus;patula;grafts;D;F;;;;;;S. sapinea
Mlhabanyatsi;Swaziland;Pinus;patula;;D;F;;;;;;F. suibglutinans
Mlhabanyatsi;Swaziland;Pinus;elliottii x caribaea;;D;F;;;;;;F. subglutinans
Kwambonambi;KwaZulu Natal;;ECH 003,017,007;roots;D;F;;;;;;F. subglutinans
Kwambonambi;KwaZulu Natal;;ECH;hedges;D;F;;;;;;S. sapinea
Ngodwana;KwaZulu Natal;Pinus;;foliage,stem,roots;D;F;;;;;;fusarium
Driekop plantation;;Hylastes;;insects;D;F;;;;;;fusarium
Klipkraal nursery;KwaZulu Natal;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
Kranskop;;Acacia;mearnsii;tree;D;F;;;;;;Bot. sp.
Kiepersol;;Macadamiun nut;;twigs;D;F;;;;;;Alternaria sp., Restolotiopsis sp., Botrysphaeria sp.
Melmoth;;Eucalyptus;;foliage;D;F;;;;;;Kiramyces destructans
Commondale;KwaZulu Natal;Acacia;mearnsii;stem, foliage;d;F;;;;;;Bot. 
Klipkraal nursery;KwaZulu Natal;Pinus;patula;seedlings;D;N;;;;;;F. subglutinans
Underberg;;Platanus;;soil,roots;D;F;;;;;;Pythium sp.
Ixopo plantation;;Eucalyptus;grandis;foliage,stem;D;F;;;;;;Bacteria
Ixopo plantation;;Eucalyptus;smithii;stem,roots,foliage;D;F;;;;;;Bacteria
Ngodwana;KwaZulu Natal;Eucalyptus;macarthurii;roots;D;F;;;;;;Pythium sp., B. dothidea
Shafton;KwaZulu Natal;Eucalyptus;grandis;foliage;D;F;;;;;;Bacteria
Kwambonambi;KwaZulu Natal;Eucalyptus;;stems, roots;D;F;;;;;;Pythium sp., B. dothidea
Kwambonambi;KwaZulu Natal;Eucalyptus;GU26, 256;stems,twigs;D;F;;;;;;B. dothidea
Sabie;KwaZulu Natal;Pinus;patula;cuttings, growth media;D;F;;;;;;Fusarium sp.
Sabie;KwaZulu Natal;Eucalyptus;;hedges;D;F;;;;;;Cylindrocladium, Nectria sp.
Sabie;KwaZulu Natal;Pinus;;cuttings;D;F;;;;;;F. sub
;;Eucalyptus;smithii;stems, roots;D;F;;;;;;P. cinnamomi, B. dothidea
;;Acacia;mearnsii;stems;D;F;;;;;;Botryosphearia, C. albifundus
Melmoth;;Eucalyptus;;stem,roots,foliage;A;F;;;;;;Phytophtora
Barberton;;Pinus;taeda;twigs;D;F;;;;;;S. sapinea
Umhlanga rocks;;Pinus;patula;seedlings;D;N;;;;;;F. sub
Kwambonambi;KwaZulu Natal;Eucalyptus;;twigs;D;F;;;;;;S. eucalyptii
Ngodwana;KwaZulu Natal;Eucalyptus;nitens;seedlings;D;N;;;;;;C. gloeosporoides
Ngodwana;KwaZulu Natal;Eucalyptus;nitens;seedlings;D;N;;;;;;C. gloeosporoides
Ngodwana;KwaZulu Natal;Eucalyptus;nitens;seedlings;D;N;;;;;;C. gloeosporoides
;;Eucalyptus;nitens;stems,roots,seedling;D;N;;;;;;Mycospharella
Piet retief;;Pinus;greggii;seedling;D;N;;;;;;Fusarium sp.
Piet retief;;Pinus;patula;seedling;D;N;;;;;;Alternaria
Vryheid;;Pinus;elliottii & patula;seedling;D;N;;;;;;F. cir
Glenbain plantation;KwaZulu Natal;Eucalyptus;grandis;stem,roots,seedling;D;F;;;;;;Botryotis
Kwambonambi;KwaZulu Natal;;GN;roots;D;F;;;;;;B. dothidea
Kwambonambi;KwaZulu Natal;;TAG637;bark;A;F;;;;;;B. dothidea
Safcol cape nursery;;Pinus;radiata;seedling;D;N;;;;;;F. cir
;;Fern;;soil;D;F;;;;;;P. irregulare
Lilydale;;Eucalyptus;nitens;seedlings;D;N;;;;;;C. gleosporoides, Glomerella sp.
Dargle;;Pinus;patula;seedling;D;N;;;;;;saprophytes
Ixopo;KwaZulu Natal;Pinus;patula;seedlings;D;N;;;;;;F. cir
;;Pinus;greggii;seedlings;D;N;;;;;;Fusarium sp.
;;Pinus;PG;seedlings;D;F;;;;;;Fusarium sp.
De Kaap;;Eucalyptus;;;D;F;;;;;;B. dothidea
Safcol cape nursery;;Pinus;radiata;seedling;D;N;;;;;;red spider mite
;;poplar;;soil,;D;F;;;;;;P. nucotianae
;;Pinus;patula;insects;A;F;;;;;;Astylus
Iswepe;KwaZulu Natal;Acacia;deccurens;stem,roots,foliage;A;F;;;;;;termites
Hlelo plantation;;Eucalyptus;macarthurii;stem,roots;D;F;;;;;;Phytophthora sp.
;;Pinus;;seedlings;D;N;;;;;;Fusarium sp
;;Pinus;;seed;D;N;;;;;;Fusarium sp.
Piet retief;;Pinus;elliottii;seedlings;D;N;;;;;;Fusarium sp.
Piet retief;;Pinus;PE;cuttings;D;N;;;;;;Fusarium sp.
;;Acacia;mearnsii;;D;F;;;;;;B. dothidea
;;Pinus;;seedlings;D;N;;;;;;Fusarium sp.
Black umfolozi district;KwaZulu Natal;Eucalyptus;nitens;stem;D;F;;;;;;Pantoea
Ngodwana;KwaZulu Natal;Pinus;patula;soil,roots,foliage;D;N;;;;;;Fusarium sp.
Ngodwana;KwaZulu Natal;Pinus;patula;soil,stems,roots,leaves;D;N;;;;;;Fusarium sp.
Ngodwana;KwaZulu Natal;Pinus;patula;soil,stems,roots,leaves;D;N;;;;;;Fusarium sp.
Longridge estae;KwaZulu Natal;Eucalyptus;nitens;foliage;D;F;;;;;;Mycosphearella sp.
Edenvale;Gauteng;Protea;;seedling;D;F;;;;;;Collectotrichium sp., Drechsler sp.
Kwambonambi;KwaZulu Natal;;GU (W1604);hegdes;D;F;;;;;;B. dothidea
Kwambonambi;KwaZulu Natal;;GU (W962);hedges;D;F;;;;;;B. dothidea
Greytown;;Acacia;mearnsii;seedling,soil;D;N;;;;;;Cylindrocladium sp.
Taurus plntation baberton;;Pinus;patula;;D;F;;;;;;phytopthora, pytthium
Scottsville;KwaZulu Natal;Pinus;patula;cuttings, seedlings;D;N;;;;;;Fusarium, pestaltiopsis
Tzaneen;;Pinus;;pallet;D;F;;;;;;Trichoderma spp.
;;Eucalyptus;grandis;shoots;D;F;;;;;;Pantoea sp.
;;;GN;stem,roots,soil;D;F;;;;;;Fusarium, Phytophthora sp., Pythium irregulare
;;;B117 grandis;leaf;D;F;;;;;;Pantoea sp.
;;Pinus;patula;seedlings;D;N;;;;;;Fusarium sp.
;;Eucalyptus;saligna & grandis;soil, collar,stems;D;F;;;;;;Pythium, Phytophthora, Botryosphearia sp.
Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;S. sapinea
Loius Trichardt;;Pinus;patula;needles;D;F;;;;;;Pythium sp.
Loius Trichardt;;Pinus;elliotii;needles;D;F;;;;;;Pythium sp.
Kwambonambi;KwaZulu Natal;GU610;;stem,foliage;D;F;;;;;;Pantoea sp., Phaeophleopspora sp.
DWAF;KwaZulu Natal;Pinus;patula;seedlings, soil, tray;D;N;;;;;;Fusarium sp.
Sjonajona;;Pinus;patula;seedlings;D;N;;;;;;Fusarium sp.
Ndubazi;;Pinus;ellitti, patula & greggii;trees;D;F;;;;;;Fusarium sp.
dukuduku;KwaZulu Natal;Pinus;PC;hedges;D;F;;;;;;Fusarium sp., Pessoides
Roodeplaat;Gauteng;;geranium;roots;D;F;;;;;;F. oxy, F. oxysporum var. redolens
A Taylor Nuersery;;;;planting stem;D;N;;;;;;F. oxy
A Taylor Tilley Block;;;;stem, roots;D;N;;;;;;F. oxy
C Newby;;;;;A;N;;;;;;Pestalotiopsis sp.
Donny Brook;;;TAG7;stem;D;F;;;;;;Pantoea sp.
Kwambonambi;KwaZulu Natal;;TAG524;foliage,stem;D;N;;;;;;Pantoea sp, Phaeophleopsis sp., Mycosphaerella sp.
Iswepe;KwaZulu Natal;Eucalyptus;elata;soil,roots;D;F;;;;;;Phytophthora sp.
Iswepe;KwaZulu Natal;Eucalyptus;fastigata;soil,roots;D;F;;;;;;Pythium sp.
Nyalasi;KwaZulu Natal;;G505;foliage,stem;D;F;;;;;;Botryosphaeria sp.
Teza;KwaZulu Natal;;GC505;foliage,stem;D;F;;;;;;Pantoea sp. and Mycosphaerella sp.
Derby Erasmus Farm;;;GN;soil,roots;D;F;;;;;;Pythium sp.
Umfuluzame;KwaZulu Natal;;TAG;leaves, stems;D;F;;;;;;Pantoea sp.
Umfuluzame;KwaZulu Natal;;TAG79;leaves, stems;D;F;;;;;;Pantoea sp.
Umfuluzame;KwaZulu Natal;;GU610;leaves, stems;D;F;;;;;;Pantoea sp.
;;Pinus;patula;;D;N;;;;;;F. sub
Fountains nursery;;;GN121;stem,leaves;D;N;;;;;;Botryosphaeria sp.
Berlin plantation;;Pinus;taeda;foliage;D;F;;;;;;black pine aphids
Usuthu;KwaZulu Natal;Pinus;;stem;D;F;;;;;;S sapinea
Lenjani;;Acacia;deccurens;stems;D;F;;;;;;Botryosphaeria sp.
;;;NB60003;stems, leaves;D;F;;;;;;Bostryospheria sp.
;;;TAG936;stems, leaves;D;F;;;;;;Pantoea sp.
;;;TAG676;stems, leaves;D;F;;;;;;Pantoea sp.
Kluitiskraal;;Pinus;radiata;roots;D;F;;;;;;insects and S. sapinea
zululand;KwaZulu Natal;;GU (W1022);Soil,leaves,stem,roots;D;F;;;;;;Pantoea sp. and Botryosphaeria
;;Pinus;patula;cuttings;D;N;;;;;;Fusarium sp.
Ngodwana;KwaZulu Natal;Pinus;patula;cuttings;D;N;;;;;;Fuarium sp.
Ngodwana;KwaZulu Natal;Pinus;patula;cuttings;D;N;;;;;;Fusaruim and Sphaeropsis
Ngodwana;KwaZulu Natal;Pinus;patula;cuttings;A;N;;;;;;-
;;Eucalyptus;macarthurii;seedlings;D;N;;;;;;pythium sp., Fusarium sp.
Ngodwana;KwaZulu Natal;Pinus;;stems,roots;D;F;;;;;;s. sapinea
Ngodwana;KwaZulu Natal;Pinus;;stems,roots,needles;D;F;;;;;;pythium sp.
Ngodwana;KwaZulu Natal;Pinus;;stems,twigs,needles;A;F;;;;;;-
;;Pinus;;stem,foliage,roots;A;F;;;;;;saprophytes
Ngodwana;KwaZulu Natal;Pinus;patula;seedling;D;N;;;;;;F. sub
;;mango flowers;;;D;F;;;;;;F. sub
Highflats plantation;;Eucalyptus;grandis;stem,foliage;D;F;;;;;;Mycosphearella sp., Cylindrocladium sp.
Mountain home nursery;;;GN121;cuttings;D;N;;;;;;colletotrichium
;;Pinus;patula;seedlings;D;N;;;;;;Fusarium sp.
;;Pinus;patula;seedlings;D;N;;;;;;Fusarium sp.
Commondale;KwaZulu Natal;Acacia;mearnsii;stem,foliage;D;F;;;;;;Fusarium sp., Phytophthora, pyhtium
;;Pinus;patula;grafts;D;F;;;;;;F. sub
;;Acacia;mearnsii;soil,stems,roots,leaves,twigs;D;F;;;;;;Phytophthora
;;Acacia;mearnsii;stem;D;F;;;;;;Fusarium sp., pythium sp., phytophthora sp.
;;;White stinkhout tree;;D;F;;;;;;Phytophthora sp.
Ngodwana;KwaZulu Natal;Pinus;patula;roots,stems;D;F;;;;;;F. sub
;;;geranium;stem,roots;D;F;;;;;;F. oxy
;;waterbessie;;flowers,stem;D;F;;;;;;Fusarium
;;Eucalyptus;dunnii;seedlings;D;N;;;;;;Fusarium
;;Protea;;;D;F;;;;;;Fusarium sp., Collectrichium, Drechsler sp.
Rosenhaugh;KwaZulu Natal;Pinus;patula;Fungus and fruting body on bark;D;F;;;;;;Rhizinia undulata
Howick;KwaZulu Natal;Pinus;;moths;D;F;;;;;;Imbrasia cytherea
Shaw Reseaerch centre;;Pinus;;shoots,cones;D;F;;;;;;S. sapinea, Pestaltiopsis sp.
Shaw Reseaerch centre;;Pinus;;shoots,cones;D;F;;;;;;Penicillium, Pestalioopsis
Shaw Reseaerch centre;;Pinus;;shoots,cones;D;F;;;;;;penicillium, Pestalioopsis, Phomopsis
;;Acacia;mearnsii;seedling;D;N;;;;;;Fusarium sp.
;;Eucalyptus;GN071 & GGT;cuutings;D;N;;;;;;Cylindrocladium
;;Acacia;dealbata;seedling;D;N;;;;;;Bot. sp.
Kwambonambi;KwazuluNatal;;GU180;leaves,cuttings;D;F;;;;;;Mycosphaerella, Bot.
Kruisfontein;;Pinus;;logs;D;F;;;;;;S. sapinea
Lenjane;Vryheid;Acacia;mearnsii;stems;D;F;;;;;;Bot. sp.
Biotech lab-safcol;;;;culture vessel;D;F;;;;;;Mucor sp., Penicillium sp.
glenthorpe plantation;KwazuluNatal;Eucalyptus;grandis;roots;D;F;;;;;;Phytophthora & Pythium
glenthorpe plantation;KwazuluNatal;;notsung;roots;D;F;;;;;;Botrytis sp.
;;;Pinus;soil,stems,leaves,seeedlings;D;N;;;;;;Fusarium spp.
Klipkraal;KwazuluNatal;Pinus;patula;seedlings;D;N;;;;;;F. cir
Kwambonambi;KwazuluNatal;;TAG53;seedling;D;N;;;;;;Mycospaerella, Pestalotia, Hainedssia
Kwambonambi;KwazuluNatal;;TAG31;seedling;D;N;;;;;;B. cinerea
;;;TAG31;cuttings;D;F;;;;;;B. cinerea, Alternaria, Mycosphaerella, Phomopsis
;;;TAG53 ;cuttings;D;F;;;;;;Mycosphaerella, Hainessia, Pestalotriopsis
;;;TAG GU;cuttings;D;F;;;;;;Cylindrocladium, Collectrichium
;KwazuluNatal;Pinus;;seedlings;D;N;;;;;;Fusarium sp.
Klipkraal;;Pinus;patula;seedling;D;N;;;;;;Fusarium sp.
;;Eucalyptus;smithii;soil,stems,roots,seedlings;D;N;;;;;;Phytophthora & Pythium
shaw research centre;KwazuluNatal;Pinus;;shoots,cones;D;F;;;;;;Alternaria, penicilium,Pestalotiopsis, Aspergillus
Hinze;KwazuluNatal;Eucalyptus;smithii;soil,seedling;D;N;;;;;;Phytophthora & Pythium
NHL Hall and Sons;Nelspruit;;GU;roots,soil;D;F;;;;;;Phytophthora sp.
vryheid-harding;;Eucalyptus;;stems;D;F;;;;;;Basidiomycetes
Commondale;KwazuluNatal;Acacia;mearnsii;;D;F;;;;;;Bot. & Ceratocystis
Commondale;KwazuluNatal;Pinus;;;D;F;;;;;;S. sapinea
Tweedie;;Pinus;patula;seedlings;D;N;;;;;;F. cir
Tweedie;;Pinus;patula;seedlings;D;N;;;;;;S. sapinea
;;;GN;soil,roots;D;F;;;;;;Bot, Pythium
;;;GN;cuttings;D;N;;;;;;Cylindrocladium pauciramosum
;;;GU210, 170,8,608,12;cuttings;D;F;;;;;;Cylindrocladium, Collectorichium, Mycospaerella, Pestalotiopsis, Alternarisa, Hainessia
Howick;KwazuluNatal;Pinus;;shoots,cones;D;F;;;;;;Fusarium, Aspergillus, Sphaeriopsis, Alternaria
Klipkraal;KwazuluNatal;Pinus;patula;shoots;D;N;;;;;;F. cir
Tweefontien;;Pinus;;grafts;D;F;;;;;;S. sapinea
Mtunzini;KwazuluNatal;;TAG14;stem;D;F;;;;;;Pantoea sp.
Ngodwana nursery;KwazuluNatal;Pinus;patula;cuttings;D;N;;;;;;F. cir
Cramond;;;;soil.bark;A;F;;;;;;Fusarium sp.
;;Pinus;patula;seedling;D;N;;;;;;Fusarium sp.
;KwazuluNatal;Acacia;mearnsii;wood disks;D;F;;;;;;blue stain & white rot
Loneridge plantation;;Eucalyptus;smithii;;D;N;;;;;;P. anananatis
Kwambonambi;KwazuluNatal;Eucalyptus;;twigs,branches;D;F;;;;;;Bot. sp.
Piesanhoek;;Pinus;;seedlings;D;N;;;;;;S. sapinea
;;;GU26;hedge plant;D;F;;;;;;Bot.
;;Eucalyptus;;bark;D;F;;;;;;Coniothyrium
;;Eucalyptus;greggii;;D;F;;;;;;P. ananatis
Richmond nursery;KwazuluNatal;Pinus;patula;soil,roots,seedlings;D;N;;;;;;-
;;Pinus;patula;seedlings;D;N;;;;;;S. sapinea
;;Pinus;;seedling;D;N;;;;;;Fusarium sp.
;;Eucalyptus;;twigs,branches;D;F;;;;;;-
;;Eucalyptus;GC;twigs,leaves;D;F;;;;;;Mtcosphaerella sp., Pantoea sp., Phaeo[hleospora sp.
